Tratamiento ID;Grupo Medico ID;Tratamiento Descripcion
1700;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A FULL (DOS ARCADAS)"
1701;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A FULL (UNA ARCADA)"
1702;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A ISEVEN (DOS ARCADAS)"
1703;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A ISEVEN (UNA ARCADA)"
1704;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A LITE (UNA ARCADA)"
1705;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A TEEN (DOS ARCADAS)"
1706;44;"INVISALIGN LITE (DOS ARCADAS): CAMBIO A TEEN (UNA ARCADA)"
1707;44;"INVISALIGN LITE (DOS ARCADAS): CANCELACIÓN DE TRATAMIENTO ANTES DE LA ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1708;44;"INVISALIGN LITE (DOS ARCADAS): CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1709;44;"INVISALIGN LITE (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1710;44;"INVISALIGN LITE (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1711;44;"INVISALIGN LITE (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO INCLUIDO"
1712;44;"INVISALIGN LITE (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO NO INCLUIDO"
1713;44;"INVISALIGN LITE (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1714;44;"INVISALIGN LITE (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1715;44;"INVISALIGN LITE (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO INCLUIDO"
1716;44;"INVISALIGN LITE (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO NO INCLUIDO"
1717;44;"INVISALIGN LITE (UNA ARCADA) (CF-A): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1718;44;"INVISALIGN LITE (UNA ARCADA) (CF-A): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1719;44;"INVISALIGN LITE (UNA ARCADA) (CF-A): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1720;44;"INVISALIGN LITE (UNA ARCADA) (CF-A): INSTALACIÓN INICIAL"
1721;44;"INVISALIGN LITE (UNA ARCADA) (CF-B): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1722;44;"INVISALIGN LITE (UNA ARCADA) (CF-B): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1723;44;"INVISALIGN LITE (UNA ARCADA) (CF-B): RESTO DEL TRATAMIENTO (FINANCIACIÓN)"
1724;44;"INVISALIGN LITE (UNA ARCADA) (CF-B): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1725;44;"INVISALIGN LITE (UNA ARCADA) (CF-B): INSTALACIÓN INICIAL"
1726;44;"INVISALIGN LITE (UNA ARCADA) (SF): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1727;44;"INVISALIGN LITE (UNA ARCADA) (SF): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1728;44;"INVISALIGN LITE (UNA ARCADA) (SF): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1729;44;"INVISALIGN LITE (UNA ARCADA) (SF): INSTALACIÓN INICIAL"
1730;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A FULL (DOS ARCADAS)"
1731;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A FULL (UNA ARCADA)"
1732;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A ISEVEN (DOS ARCADAS)"
1733;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A ISEVEN (UNA ARCADA)"
1734;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A LITE (DOS ARCADAS)"
1735;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A TEEN (DOS ARCADAS)"
1736;44;"INVISALIGN LITE (UNA ARCADA): CAMBIO A TEEN (UNA ARCADA)"
1737;44;"INVISALIGN LITE (UNA ARCADA): CANCELACIÓN DE TRATAMIENTO ANTES DE LA ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1738;44;"INVISALIGN LITE (UNA ARCADA): CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1739;44;"INVISALIGN LITE (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1740;44;"INVISALIGN LITE (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1741;44;"INVISALIGN LITE (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO INCLUIDO"
1742;44;"INVISALIGN LITE (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO NO INCLUIDO"
1743;44;"INVISALIGN LITE (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1744;44;"INVISALIGN LITE (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1745;44;"INVISALIGN LITE (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO INCLUIDO"
1746;44;"INVISALIGN LITE (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO NO INCLUIDO"
1747;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-A): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1748;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-A): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1749;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-A): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1750;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-A): INSTALACIÓN INICIAL"
1751;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-B): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1752;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-B): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1753;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-B): RESTO DEL TRATAMIENTO (FINANCIACIÓN)"
1754;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-B): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1755;44;"INVISALIGN TEEN (DOS ARCADAS) (CF-B): INSTALACIÓN INICIAL"
1756;44;"INVISALIGN TEEN (DOS ARCADAS): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1757;44;"INVISALIGN TEEN (DOS ARCADAS) (SF): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1758;44;"INVISALIGN TEEN (DOS ARCADAS): IMPRESIONES/ESCÁNER Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1759;44;"INVISALIGN TEEN (DOS ARCADAS): INSTALACIÓN INICIAL"
1760;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A FULL (DOS ARCADAS)"
1761;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A FULL (UNA ARCADA)"
1762;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A ISEVEN (DOS ARCADAS)"
1763;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A ISEVEN (UNA ARCADA)"
1764;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A LITE (DOS ARCADAS)"
1765;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A LITE (UNA ARCADA)"
1766;44;"INVISALIGN TEEN (DOS ARCADAS): CAMBIO A TEEN (UNA ARCADA)"
1767;44;"INVISALIGN TEEN (DOS ARCADAS): CANCELACIÓN DE TRATAMIENTO ANTES DE LA ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1768;44;"INVISALIGN TEEN (DOS ARCADAS): CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1769;44;"INVISALIGN TEEN (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1770;44;"INVISALIGN TEEN (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1771;44;"INVISALIGN TEEN (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO INCLUIDO"
1772;44;"INVISALIGN TEEN (DOS ARCADAS): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO NO INCLUIDO"
1773;44;"INVISALIGN TEEN (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1774;44;"INVISALIGN TEEN (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1775;44;"INVISALIGN TEEN (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO INCLUIDO"
1776;44;"INVISALIGN TEEN (DOS ARCADAS): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO NO INCLUIDO"
1777;44;"INVISALIGN TEEN (UNA ARCADA) (CF-A): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1778;44;"INVISALIGN TEEN (UNA ARCADA) (CF-A): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1779;44;"INVISALIGN TEEN (UNA ARCADA) (CF-A): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1780;44;"INVISALIGN TEEN (UNA ARCADA) (CF-A): INSTALACIÓN INICIAL"
1781;44;"INVISALIGN TEEN (UNA ARCADA) (CF-B): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1782;44;"INVISALIGN TEEN (UNA ARCADA) (CF-B): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1783;44;"INVISALIGN TEEN (UNA ARCADA) (CF-B): RESTO DEL TRATAMIENTO (FINANCIACIÓN)"
1784;44;"INVISALIGN TEEN (UNA ARCADA) (CF-B): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1785;44;"INVISALIGN TEEN (UNA ARCADA) (CF-B): INSTALACIÓN INICIAL"
1786;44;"INVISALIGN TEEN (UNA ARCADA) (SF): ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO INICIAL"
1787;44;"INVISALIGN TEEN (UNA ARCADA) (SF): ESCÁNER 3D INTRAORAL PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1788;44;"INVISALIGN TEEN (UNA ARCADA) (SF): IMPRESIONES Y REGISTRO DE MORDIDA PARA ESTUDIO ESPECÍFICO DE INVISALIGN"
1789;44;"INVISALIGN TEEN (UNA ARCADA) (SF): INSTALACIÓN INICIAL"
1790;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A FULL (DOS ARCADAS)"
1791;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A FULL (UNA ARCADA)"
1792;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A ISEVEN (DOS ARCADAS)"
1793;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A ISEVEN (UNA ARCADA)"
1794;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A LITE (DOS ARCADAS)"
1795;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A LITE (UNA ARCADA)"
1796;44;"INVISALIGN TEEN (UNA ARCADA): CAMBIO A TEEN (DOS ARCADAS)"
1797;44;"INVISALIGN TEEN (UNA ARCADA): CANCELACIÓN DE TRATAMIENTO ANTES DE LA ACEPTACIÓN DE CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1798;44;"INVISALIGN TEEN (UNA ARCADA): CANCELACIÓN DE TRATAMIENTO DESPUÉS DE LA ACEPTACIÓN CLINCHECK O SIMULACIÓN DE TRATAMIENTO"
1799;44;"INVISALIGN TEEN (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1800;44;"INVISALIGN TEEN (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1801;44;"INVISALIGN TEEN (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO INCLUIDO"
1802;44;"INVISALIGN TEEN (UNA ARCADA): ESCÁNER 3D INTRAORAL PARA REFINAMIENTO NO INCLUIDO"
1803;44;"INVISALIGN TEEN (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO INCLUIDA"
1804;44;"INVISALIGN TEEN (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA CORRECCIÓN A MITAD DE TRATAMIENTO NO INCLUIDA"
1805;44;"INVISALIGN TEEN (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO INCLUIDO"
1806;44;"INVISALIGN TEEN (UNA ARCADA): IMPRESIONES Y REGISTRO DE MORDIDA PARA REFINAMIENTO NO INCLUIDO"
1807;44;"INVISALIGN: ALINEADOR (CONTROL)"
1808;44;"INVISALIGN: ALINEADOR (INSTALACIÓN)"
1809;44;"INVISALIGN: ALINEADOR (REPOSICIÓN INCLUIDA) (POR ARCADA)"
1810;44;"INVISALIGN: ALINEADOR (REPOSICIÓN NO INCLUIDA) (POR ARCADA)"
1811;44;"INVISALIGN: ATACHE (CEMENTADO)"
1812;44;"INVISALIGN: ATACHE (RECEMENTADO)"
1813;44;"INVISALIGN: ATACHE (RENOVACIÓN)"
1814;44;"INVISALIGN: ATACHE (REPOSICIÓN)"
1815;44;"INVISALIGN: ATACHE (RETIRADA)"
1816;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (APROBACIÓN POR EL DOCTOR)"
1817;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (APROBACIÓN POR EL PACIENTE)"
1818;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (ENVÍO DE PRESCRIPCIÓN Y REGISTROS)"
1819;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (EXPLICACIÓN AL PACIENTE)"
1820;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (MODIFICACIÓN)"
1821;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (RECEPCIÓN)"
1822;44;"INVISALIGN: CLINCHECK O SIMULACIÓN DE TRATAMIENTO (TRANSFERENCIA A OTRO DOCTOR)"
1823;44;"INVISALIGN: URGENCIA"
7;9;"VISITA REVISIÓN / DESMONTAJE IMPLANTE"
33;9;"FÉRULA RADIOGRÁFICA ARCADA SUPERIOR"
34;9;"FERÚLA QUIRÚRGICA 1 IMPLANTE"
35;9;"REHABILITACIÓN MEDIANTE FÉRULA QUIRÚRGICA 2-4 IMPLANTES"
36;9;"FÉRULA QUIRÚRGICA 5 O MAS IMPLANTES"
37;9;"IMPLANTE NOBEL BIOCARE"
38;9;"IMPLANTE STRAUMANN"
39;9;"EXTRACCIÓN DIENTE TEMPORAL / DECIDUO"
40;9;"EXTRACCIÓN SIMPLE"
41;9;"EXTRACCIÓN MUELA JUICIO"
42;9;"EXTRACCIÓN MUELA JUICIO SEMI INCLUIDA"
43;9;"EXTRACCIÓN MUELA JUICIO INCLUIDA"
44;9;"EXTRACCIÓN CANINO INCLUIDO"
45;9;"BIO OSS  0,5 GR."
46;9;"BIO OSS  1,0 GR."
47;9;"BIO OSS  1,5 GR."
48;9;"BIO OSS  2,0 GR."
49;9;"MEMBRANA REABSORBIBLE CREOS 15X20"
50;9;"MEMBRANA REABSORBIBLE CREOS 25X30"
51;9;"MEMBRANA REABSORBIBLE CREOS 30X40"
52;9;"CHINCHETAS (UD)"
53;9;"REGENERACIÓN ÓSEA (HUESO Y MEMBRANA APARTE)"
56;9;"SEDACIÓN CONSCIENTE INTRAVENOSA SENCILLA, SESIÓN CON ANESTESISTA"
57;9;"ELEVACIÓN SENO CERRADA"
58;9;"ELEVACIÓN SENO ABIERTA"
59;9;"INJERTO EN BLOQUE"
60;9;"TORNILLOS INJERTO EN BLOQUE (2 UDS)"
61;9;"REGENERACIÓN CON PRF (PLASMA RICO EN FACTORES DE CRECIMIENTO)"
107;9;"QUISTECTOMIA"
108;9;"SUTURA PTFE (GORE-TEX)"
109;9;"EXTRACCIÓN RR (RESTO RADICULAR)"
117;9;"APICECTOMÍA"
802;9;"MEMBRANA NO REABSORBIBLE"
811;9;"IMPLANTE (PREVIO)"
814;9;"SAFESCRAPER (RASPADOR ÓSEO)"
816;9;"EXTRACCIÓN IMPLANTE (RETRIEVAL TOOL)"
817;9;"EXTRACCIÓN IMPLANTE (CON TREFINA)"
819;9;"TORNILLO DE REGENERACIÓN (UD)"
828;9;"EXTRACCIÓN SIMPLE INFANTIL"
831;9;"CHINCHETA (UD)"
832;9;"SEDACIÓN CONSCIENTE (1 ARCADA), SESIÓN CON ANESTESISTA"
833;9;"SEDACIÓN CONSCIENTE (2 ARCADAS), SESIÓN CON ANESTESISTA"
835;9;"BIO OSS 5,0 GR."
836;9;"REGENERACIÓN CON XENOINJERTO 0,25 GR."
837;9;"REGENERACIÓN CON XENOINJERTO 0,5 GR."
838;9;"REGENERACIÓN CON XENOINJERTO 1,0 GR."
839;9;"REGENERACIÓN CON XENOINJERTO 2,0 GR."
844;9;"FÉRULA RADIOGRÁFICA ARCADA INFERIOR"
846;9;"FÉRULA PILOT 2.0 INFERIOR"
847;9;"FÉRULA QUIRÚRGICA SUPERIOR"
863;9;"FÉRULA PILOT 2.0 SUPERIOR"
864;9;"MEMBRANA REABSORBIBLE PEQUEÑA"
865;9;"MEMBRANA REABSORBIBLE MEDIANA"
866;9;"MEMBRANA REABSORBIBLE GRANDE"
870;9;"REHABILITACIÓN MEDIANTE COLOCACIÓN DE IMPLANTE"
874;9;"CONTROL Y REVISIÓN DE IMPLANTES ANUAL (1 IMPLANTE) € / AÑO"
875;9;"CONTROL Y REVISIÓN IMPLANTES ANUAL (2-3 IMPLANTES)  € / AÑO"
876;9;"CONTROL Y REVISIÓN IMPLANTES ANUAL (4-5 IMPLANTES) € / AÑO"
877;9;"CONTROL Y REVISIÓN IMPLANTES ANUAL (6-7 IMPLANTES) € / AÑO"
878;9;"CONTROL Y REVISIÓN IMPLANTES ANUAL (DE 8 A 11 IMPLANTES) € / AÑO"
879;9;"CONTROL Y REVISIÓN IMPLANTES ANUAL (12 O MAS IMPLANTES) € / AÑO"
880;9;"IMPLANTE MEGAGEN"
881;9;"REGENERACIÓN ÓSEA VERTICAL 1 PIEZA (HUESO Y MEMBRANA APARTE)"
882;9;"REGENERACION OSEA VERTICAL (2 A 4 PIEZAS) (HUESO Y MEMBRANA APARTE)"
883;9;"REGENERACION OSEA VERTICAL ( 1 CUADRANTE) (HUESO Y MEMBRANA)"
884;9;"REGENERACION OSEA VERTICAL ( 1 MAXILAR) (HUESO Y MEMBRANA)"
885;9;"REGENERACIÓN CON MEMBRANA NO REABSORBIBLE 30X40"
886;9;"MEMBRANA NO REABSORBIBLE 30X40 CYTOPLAST 250"
887;9;"LIBERACIÓN TEJIDO BLANDO (ARCADA COMPLETA)"
888;9;"BIO OSS 3,0 GR"
889;9;"AUMENTO TEJIDO BLANDO CON SUSTITUTIVO MUCOGRAFT PEQUEÑA"
890;9;"AUMENTO DE TEJIDO BLANDO CON SUSTITUTIVO MUCOGRAFT MEDIANO"
909;9;"TRATAMIENTO DE CUÑA DISTAL"
912;9;"REGENERACIÓN ÓSEA COMPLETA (INCLUYE HUESO + MEMBRANA+ CHINCHETAS)"
913;9;"REGENERACION OSEA VERTICAL ( 1 CUADRANTE) (HUESO Y MEMBRANA)"
914;9;"REGENERACIÓN ÓSEA COMPLETA"
1995;9;"INFILTRACIÓN TOXINA BOTULÍNICA"
1996;9;"ALQUILER QUIRÓFANO / HORA (PRIMERAS 5 HORAS)"
1997;9;"ALQUILER QUIRÓFANO / HORA (A PARTIR 5ª HORA)"
2996;9;"FÉRULA RADIOLÓGICA"
3002;9;"EXTRACCIÓN PREMOLAR INCLUIDO"
3003;9;"COLGAJO QUIRÚRGICO PARA BOTÓN DE ORTODONCIA"
3007;9;"LIBERACIÓN TEJIDO BLANDO (SEXTANTE)"
3008;9;"LIBERACIÓN TEJIDO BLANDO (MEDIA ARCADA)"
3009;9;"RETIRADA DE SUTURA"
3010;9;"TOMA IMPRESIONES PARA PRUEBAS LABORATORIO"
3013;9;"MODIFICACIÓN DEL PERFIL DE EMERGENCIA"
3020;9;"FÉRULA RADIOGRÁFICA PARTIDA ARCADA SUPERIOR"
3021;9;"FÉRULA RADIOGRÁFICA PARTIDA ARCADA INFERIOR"
3023;9;"AUMENTO DE TEJIDO BLANDO CON MUCODERM 15X20"
3024;9;"AUMENTO DE TEJIDO BLANDO CON MUCODERM 20X30"
3025;9;"AUMENTO DE TEJIDO BLANDO CON MUCODERM 30X40"
3029;9;"EXODONCIA MESIODENS 1"
3030;9;"EXODONCIA MESIODENS 2"
3031;9;"EXODONCIA MESIODENS 3"
3032;9;"EXODONCIA DIENTE ANQUILOSADO 1"
3033;9;"EXODONCIA DIENTE ANQUILOSADO 2"
3034;9;"EXODONCIA DIENTE ANQUILOSADO 3"
3035;9;"CEMENTO QUIRÚRGICO"
3036;9;"REHABILTACIÓN MEDIANTE BIOSS COLLAGEN 100 MG"
3037;9;"REHABILITACIÓN MEDIANTE BIO-OSS COLLAGEN 250 MG"
3038;9;"GINGIVECTOMÍA"
3039;9;"FRENULECTOMÍA"
3041;9;"ESTUDIO PARA FÉRULA RADIOGRÁFICA"
3043;9;"ESCANEADO PARA IMPRESIÓN DE MODELOS 3D (ARCADA SUPERIOR)"
3044;9;"ESCANEADO PARA IMPRESIÓN DE MODELOS 3D (ARCADA INFERIOR)"
3045;9;"ESCANEADO PARA IMPRESIÓN DE MODELOS 3D (AMBAS ARCADAS)"
3053;9;"EXODONCIA CON BENEX"
3061;9;"REVISIÓN IMPLANTE/CORONA 90 DÍAS"
3063;9;"ANÁLISIS ANATOMÍA PATOLÓGICA"
3076;9;"XENOINJERTO 5,0 GR"
3077;9;"APICECTOMÍA 3 CONDUCTOS"
3079;9;"SAFE - CUT (CUADRANTE)"
3080;9;"REHABILITACIÓN MEDIANTE EMDOGAIN 0,7 ML"
3081;9;"REHABILITACIÓN MEDIANTE EMDOGAIN 0,3 ML"
3083;9;"INJERTO TIPO KHOURY"
3091;9;"INJERTO TUNELIZADO ( 1 UD)"
3092;9;"INJERTO TUNELIZADO ( 2 UDS)"
3093;9;"INJERTO TUNELIZADO ( 3 UDS)"
3094;9;"INJERTO TUNELIZADO ( 4 UDS )"
3095;9;"INJERTO TUNELIZADO ( 5 UDS )"
3096;9;"INJERTO TUNELIZADO ( 6 UDS )"
3097;9;"INJERTO TUNELIZADO ( 7 UDS )"
3098;9;"INJERTO TUNELIZADO ( 8 UDS )"
3105;9;"FÉRULA DE RECORTE GINGIVAL (UD)"
3106;9;"FÉRULA DE RECONTORNEADO ÓSEO GINGIVAL (UD)"
3107;9;"REGENERACIÓN MEDIANTE FIBRO-GIDE 20X40"
3108;9;"REGENERACIÓN MEDIANTE FIBRO GIDE 15X20"
3110;9;"REHABILITACIÓN CON MEMBRANA CON REFUERZO DIRECTO A IMPLANTE"
3111;9;"REGENERACIÓN MEDIANTE MEMBRANA NO REABSORBIBLE I-GEN"
3117;9;"EXTRACCIÓN CON SS"
3120;9;"REHABILITACIÓN MEDIANTE MUCOGRAFT SEAL"
3134;9;"REHABILITACIÓN MEDIANTE BIO-OSS COLLAGEN 500 MG"
3137;9;"SPLIT CREST"
3138;9;"VESTIBULOPLASTIA"
3141;9;"CIRUGÍA PARA RECOLECCIÓN DE HUESO AUTÓLOGO"
3143;9;"REHABILITACIÓN MEDIANTE BIO-OSS COLLAGEN 50 MG"
3145;9;"CORTICOTOMÍA DE WILCO  CON REGENERACIÓN (1 CUADRANTE)"
3146;9;"CORTICOTOMÍA DE WILCO CON REGENERACIÓN (2 CUADRANTES)"
3148;9;"ANESTESIA GENERAL"
3149;9;"NOCHE EN CLÍNICA ALXEN CON CENA Y DESAYUNO"
3152;9;"2ª CIRUGÍA REPOSICIÓN CORONAL TRAS ILE"
3153;9;"LIP REPOSITIONING FULL MOUTH"
3154;9;"LIP REPOSITIONING ASIMÉTRICO"
3155;9;"REHABILITACIÓN MEDIANTE RELLENO PERIBUCAL AH (TERCIO INFERIOR)"
3165;9;"TAPÓN DE REGENERACIÓN VERTICAL"
3191;9;"TRATAMIENTO PERIIMPLANTITIS (UD)"
3196;9;"CIRUGÍA RESECTIVA POR CUADRANTE (UD)"
3200;9;"REGENERACIÓN MEDIANTE XENOINJERTO Y ÁCIDO HIALURÓNICO"
3201;9;"REPOSICIÓN QUIRÚRGICA POR LUXACIÓN INTRUSIVA"
3202;9;"SERVICIOS DIGITALES PRESTADOS"
3206;9;"TRATAMIENTO RST (ROOT SUBMERGE TECHNIQUE)"
3216;9;"REHABILITACIÓN MEDIANTE ALOINJERTO TIPO A"
3217;9;"REHABILITACIÓN MEDIANTE ALOINJERTO TIPO B"
3218;9;"REHABILITACIÓN MEDIANTE ALOINJERTO TIPO C"
3219;9;"REHABILITACIÓN MEDIANTE ALOINJERTO TIPO D"
3222;9;"REHABILITACIÓN MEDIANTE COLOCACIÓN DE IMPLANTE (REPOSICIÓN EN GARANTÍA)"
3224;9;"VISITA DE REVISIÓN DE IMPLANTES ( PRIMER AÑO)"
3226;9;"DESCUBRIR IMPLANTE (UD)"
3229;9;"RETENEDOR REMOVIBLE PROVISIONAL CON PALADAR (UD)"
3236;9;"VISITA DE URGENCIA CIRUGÍA"
3241;9;"CIRUGÍA DE COLOCACIÓN DE IMPLANTE COMPLETA"
